City,CloseDate,EntityIDRoundID,IndustryCode,Industry Group,Industry Segment,Metropolitan Statistical Area,PrimaryRegion,RoundBusStat,RoundClassDescr,State,Subregion,Deals,Number of Deals,Raised
Waltham,4/18/2011,77838758605,Conferencing Equipment/Services,Information Technology,Communications and Networking,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Restart,Iwate,Boston Metro,1,1,3.8
San Francisco,4/19/2011,6.13E+11,Entertainment,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,Iwate,San Francisco Bay Area,1,1,0.3
Albuquerque,4/19/2011,2.29E+11,Solar Energy,Energy and Utilities,Renewable Energy,"Albuquerque, NM",Mountain,Generating Revenue,Later Stage,Iwate,,1,1,4.4
New York,4/19/2011,6.14E+11,Drug Development Technologies,Healthcare,Biopharmaceuticals,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,First Round,Iwate,New York Metro,1,1,2
Buffalo,4/19/2011,79460758512,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Buffalo-Niagara Falls, NY",Mid-Atlantic,Clinical Trials - Phase 1,Second Round,Iwate,,1,1,4.67
Monterey,4/19/2011,6.10E+11,Containers/Packaging,Industrial Goods and Materials,Machinery and Industrial Goods,"Salinas, CA",Northern California,Generating Revenue,First Round,Iwate,,1,1,2.3
Seattle,4/19/2011,1.11E+11,Wired Communications Equipment,Information Technology,Communications and Networking,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,Later Stage,Iwate,Seattle Metro,1,1,14
Wilmington,4/20/2011,3.55E+11,Customer Relationship Management,Business and Financial Services,Business Support Services,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Product Development,Later Stage,Iwate,,1,1,2.58
Bethlehem,4/20/2011,1.04E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"Allentown-Bethlehem-Easton, PA-NJ",Mid-Atlantic,Profitable,Later Stage,Iwate,,1,1,0.45
Northbrook,4/20/2011,1.82E+11,Facilities/Operations Management,Business and Financial Services,Business Support Services,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Generating Revenue,Second Round,Iwate,Chicago Metro,1,1,25.77
San Francisco,4/20/2011,6.15E+11,Consumer Information Services: Other,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,Iwate,San Francisco Bay Area,1,1,2.4
Boulder,4/20/2011,80828758337,Search Portals,Consumer Services,Consumer Information Services,"Boulder, CO",Mountain,Generating Revenue,Later Stage,Iwate,,1,1,10
Alexandria,4/20/2011,6.03E+11,Educational/Training Media and Services,Consumer Services,Media and Content,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Product Development,Second Round,Iwate,Potomac,1,1,2
Hayward,4/20/2011,57516758707,Biofuels/Biomass,Energy and Utilities,Renewable Energy,"San Francisco-Oakland-Fremont, CA",Northern California,Product Development,Later Stage,Iwate,San Francisco Bay Area,1,1,3.72
,4/20/2011,1.01E+11,Multimedia/Streaming Software,Information Technology,Software,"Madison, WI",Midwest East,Generating Revenue,Corporate,Iwate,,1,1,
New York,4/20/2011,94564758316,Communications Software,Information Technology,Software,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,Iwate,New York Metro,1,1,5
Palo Alto,4/20/2011,88728758875,Business Applications Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Later Stage,Iwate,San Francisco Bay Area,1,1,50
Mount Laurel,4/21/2011,1.83E+11,Security Services,Business and Financial Services,Business Support Services,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Generating Revenue,Later Stage,Iwate,,1,1,3.18
Ashland,4/21/2011,1.83E+11,Office Equipment/Supplies,Consumer Goods,Household and Office Goods,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Later Stage,Iwate,Boston Metro,1,1,5
San Francisco,4/21/2011,6.13E+11,Shopping Facilitators,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,Iwate,San Francisco Bay Area,1,1,1.3
Seatlle,4/21/2011,76968758873,Travel and Leisure: Other,Consumer Services,Travel and Leisure,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,Unclassified,Iwate,Seattle Metro,1,1,1.9
Englewood,4/21/2011,6.13E+11,Patient Monitoring/Biofeedback,Healthcare,Medical Devices and Equipment,"Denver-Aurora-Broomfield, CO",Mountain,Generating Revenue,First Round,Iwate,,1,1,10.2
Minneapolis,4/21/2011,3.57E+11,Medical Software and Information Services: Other,Healthcare,Medical Software and Information Services,"Minneapolis-St. Paul-Bloomington, MN-WI",Midwest Central,Generating Revenue,Second Round,Iwate,,1,1,27
Burbank,4/22/2011,1.02E+11,Retail Investment Services/Brokerages,Business and Financial Services,Financial Institutions and Services,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Profitable,Later Stage,Iwate,Los Angeles Metro,1,1,4.6
San Mateo,4/22/2011,6.05E+11,Data Management Services,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Second Round,Iwate,San Francisco Bay Area,1,1,9.25
Ferndale,4/22/2011,6.13E+11,Appliances/Durable Household Goods,Consumer Goods,Household and Office Goods,"Detroit-Warren-Livonia, MI",Midwest East,Generating Revenue,First Round,Iwate,,1,1,1.84
Palo Alto,4/22/2011,6.10E+11,Shopping Facilitators,Consumer Services,Consumer Information Services,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Product Development,Second Round,Iwate,San Francisco Bay Area,1,1,3.36
Natick,4/22/2011,1.06E+11,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"Boston-Cambridge-Quincy, MA-NH",New England,Product In Beta Test,Corporate,Iwate,Boston Metro,1,1,
San Diego,4/22/2011,6.04E+11,Wireless Communications Equipment,Information Technology,Communications and Networking,"San Diego-Carlsbad-San Marcos, CA",Southern California,Generating Revenue,Corporate,Iwate,San Diego Metro,1,1,18
San Francisco,4/22/2011,6.15E+11,Business Applications Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Product Development,Seed Round,Iwate,San Francisco Bay Area,1,1,
Greenwich,4/25/2011,6.04E+11,Legal Counseling,Business and Financial Services,Business Support Services,"Bridgeport-Stamford-Norwalk, CT",Mid-Atlantic,Generating Revenue,Later Stage,Iwate,New York Metro,1,1,2.13
Encinitas,4/25/2011,6.14E+11,Sports/Leisure Goods,Consumer Goods,Personal Goods,"San Diego-Carlsbad-San Marcos, CA",Southern California,Generating Revenue,First Round,Iwate,San Diego Metro,1,1,1.6
San Francisco,4/25/2011,1.12E+11,Online Communities,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Second Round,Iwate,San Francisco Bay Area,1,1,10
Mountain View,4/25/2011,1.14E+11,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Later Stage,Iwate,San Francisco Bay Area,1,1,7
Palo Alto,4/25/2011,6.13E+11,Network/Systems Management Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Product Development,First Round,Iwate,San Francisco Bay Area,1,1,13.75
Concord,4/25/2011,56438758995,Vertical Market Applications Software,Information Technology,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,Iwate,Boston Metro,1,1,4.86
Goleta,4/25/2011,61039759025,Fiberoptic Equipment,Information Technology,Communications and Networking,"Santa Barbara-Santa Maria-Goleta, CA",Southern California,Generating Revenue,Restart,Iwate,,1,1,3.63
San Francisco,4/25/2011,6.13E+11,Communications Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Product Development,Seed Round,Iwate,San Francisco Bay Area,1,1,1.2
Chicago,4/26/2011,76982759041,Advertising/Marketing,Business and Financial Services,Business Support Services,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Generating Revenue,Later Stage,Iwate,Chicago Metro,1,1,2
Austin,4/26/2011,6.05E+11,Project/Document Collaboration,Business and Financial Services,Business Support Services,"Austin-Round Rock, TX",South Central,Generating Revenue,Second Round,Iwate,Austin Metro,1,1,2
Seattle,4/26/2011,6.13E+11,Data Management Services,Business and Financial Services,Business Support Services,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Product Development,Seed Round,Iwate,Seattle Metro,1,1,
Menlo Park,4/26/2011,6.07E+11,Online Communities,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Profitable,Second Round,Iwate,San Francisco Bay Area,1,1,18
San Francisco,4/26/2011,78035758805,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,Iwate,San Francisco Bay Area,1,1,15
Irvine,4/26/2011,1.82E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Generating Revenue,Second Round,Iwate,Orange County,1,1,17.26
Westwood,4/26/2011,2.29E+11,Vertical Market Applications Software,Information Technology,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,Iwate,Boston Metro,1,1,3
San Mateo,4/26/2011,3.53E+11,Database Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,Iwate,San Francisco Bay Area,1,1,1.73
Sunnyvale,4/26/2011,82442758537,Communications Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Profitable,Later Stage,Iwate,San Francisco Bay Area,1,1,
Austin,4/27/2011,2.28E+11,Project/Document Collaboration,Business and Financial Services,Business Support Services,"Austin-Round Rock, TX",South Central,Product Development,Later Stage,Iwate,Austin Metro,1,1,1.5
San Francisco,4/27/2011,6.13E+11,Clothing/Accessories,Consumer Goods,Personal Goods,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,Iwate,San Francisco Bay Area,1,1,1.3
Anaheim,4/27/2011,1.11E+11,Automobiles,Consumer Goods,Vehicles and Parts,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Generating Revenue,Later Stage,Iwate,Orange County,1,1,115
New York,4/27/2011,6.10E+11,Food/Drug Retailers,Consumer Services,Retailers,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Second Round,Iwate,New York Metro,1,1,10
Richmond,4/27/2011,6.05E+11,Solar Energy,Energy and Utilities,Renewable Energy,"San Francisco-Oakland-Fremont, CA",Northern California,Product Development,Second Round,Iwate,San Francisco Bay Area,1,1,5
Cleveland,4/27/2011,6.12E+11,Healthcare Services: Other,Healthcare,Healthcare Services,"Cleveland-Elyria-Mentor, OH",Midwest East,Startup,First Round,Iwate,,1,1,2.28
Sunnyvale,4/27/2011,61541759042,Surgical Devices,Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Later Stage,Iwate,San Francisco Bay Area,1,1,7.45
Cleveland,4/27/2011,6.14E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Cleveland-Elyria-Mentor, OH",Midwest East,Product Development,Seed Round,Iwate,,1,1,0.25
Columbia,4/27/2011,54307758814,Commercial Fishing/Aquaculture,Industrial Goods and Materials,Agriculture and Forestry,"Baltimore-Towson, MD",Mid-Atlantic,Generating Revenue,Later Stage,Iwate,Potomac,1,1,1.15
Palo Alto,4/27/2011,6.14E+11,Business Applications Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,First Round,Iwate,San Francisco Bay Area,1,1,12.6
Atlanta,4/27/2011,6.13E+11,Vertical Market Applications Software,Information Technology,Software,"Atlanta-Sandy Springs-Marietta, GA",South East,Generating Revenue,First Round,Iwate,,1,1,2.5
Wellesley Hills,4/27/2011,56279758602,Network/Systems Management Software,Information Technology,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,Iwate,Boston Metro,1,1,6.2
San Jose,4/27/2011,2.29E+11,Data Storage,Information Technology,Electronics and Computer Hardware,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Product Development,Second Round,Iwate,San Francisco Bay Area,1,1,15
San Francisco,4/28/2011,6.09E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,Iwate,San Francisco Bay Area,1,1,2.5
San Francisco,4/28/2011,6.13E+11,Data Management Services,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,Iwate,San Francisco Bay Area,1,1,6.5
San Francisco,4/28/2011,6.14E+11,Business to Business Marketplaces,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Profitable,First Round,Iwate,San Francisco Bay Area,1,1,35
New York,4/28/2011,65985759437,Advertising/Marketing,Business and Financial Services,Business Support Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,Iwate,New York Metro,1,1,9.48
San Mateo,4/28/2011,63196758626,Project/Document Collaboration,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,Iwate,San Francisco Bay Area,1,1,12
New York,4/28/2011,1.10E+11,Shopping Facilitators,Consumer Services,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,Iwate,New York Metro,1,1,41
Chicago,4/28/2011,2.29E+11,Online Communities,Consumer Services,Consumer Information Services,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Generating Revenue,Later Stage,Iwate,Chicago Metro,1,1,22.6
Santa Monica,4/28/2011,6.13E+11,Wind/Water and Geothermal Energy,Energy and Utilities,Renewable Energy,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Generating Revenue,First Round,Iwate,Los Angeles Metro,1,1,1.5
Sunnyvale,4/28/2011,6.10E+11,Drug Delivery,Healthcare,Biopharmaceuticals,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Pre-Clinical Trials,First Round,Iwate,San Francisco Bay Area,1,1,1
Tustin,4/28/2011,6.13E+11,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Product Development,First Round,Iwate,Orange County,1,1,0.2
Waltham,4/28/2011,69036759140,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Second Round,Iwate,Boston Metro,1,1,19
Kirkland,4/28/2011,1.16E+11,Communications Software,Information Technology,Software,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,Later Stage,Iwate,Seattle Metro,1,1,2
Austin,4/28/2011,86397759200,Application-Specific Integrated Circuits,Information Technology,Semiconductors,"Austin-Round Rock, TX",South Central,Generating Revenue,Later Stage,Iwate,Austin Metro,1,1,8.86
Austin,4/28/2011,97420758631,Network/Systems Management Software,Information Technology,Software,"Austin-Round Rock, TX",South Central,Generating Revenue,Later Stage,Iwate,Austin Metro,1,1,25
Irving,4/28/2011,6.13E+11,Business Applications Software,Information Technology,Software,"Dallas-Fort Worth-Arlington, TX",South Central,Generating Revenue,Later Stage,Iwate,Dallas-Fort Worth,1,1,
Columbia,4/29/2011,6.14E+11,Business to Business Marketplaces,Business and Financial Services,Business Support Services,"Baltimore-Towson, MD",Mid-Atlantic,Generating Revenue,First Round,Iwate,Potomac,1,1,1
New York,4/29/2011,89272759282,Advertising/Marketing,Business and Financial Services,Business Support Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,Iwate,New York Metro,1,1,5.17
New York,4/29/2011,2.30E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,Later Stage,Iwate,New York Metro,1,1,9.25
Billerica,4/29/2011,90342758880,IT Consulting,Business and Financial Services,Business Support Services,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,Iwate,Boston Metro,1,1,20.5
Columbia,4/29/2011,3.58E+11,Human Resources/Recruitment,Business and Financial Services,Business Support Services,"Charleston-North Charleston-Summerville, SC",South East,Generating Revenue,Second Round,Iwate,,1,1,7.2
San Francisco,4/29/2011,6.14E+11,Shopping Facilitators,Consumer Services,Consumer Information Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,Iwate,San Francisco Bay Area,1,1,3.25
